chr	start	end	gene_name	mark	XCI
chrX	11.11765	11.66592	ARHGAP6	"Sporadic Up 
hiPSC DEGs"	inactive
chrX	118.495814	118.686163	DOCK11	"Sporadic Up 
hiPSC DEGs"	inactive
chrX	31.097676	33.339608999999996	DMD	"Sporadic Up 
hiPSC DEGs"	inactive
chrX	108.15560599999999	108.43949699999999	COL4A6	"Sporadic Up 
hiPSC DEGs"	inactive
chrX	108.439837	108.69754499999999	COL4A5	"Sporadic Up 
hiPSC DEGs"	inactive
chrX	136.665546	136.780932	ARHGEF6	"Sporadic Up 
hiPSC DEGs"	inactive
chrX	10.156974	10.23766	CLCN4	"Sporadic Up 
hiPSC DEGs"	inactive
chrX	85.86117899999999	86.047561	CHM	"Sporadic Up 
hiPSC DEGs"	inactive
chrX	15.235287	15.270467	ASB9	"Sporadic Up 
hiPSC DEGs"	inactive
chrX	49.053571	49.069857	CCDC120	"Sporadic Up 
hiPSC DEGs"	inactive
chrX	130.063954	130.110716	ELF4	"Sporadic Up 
hiPSC DEGs"	inactive
chrX	110.19418499999999	110.44031799999999	AMMECR1	"Sporadic Up 
hiPSC DEGs"	inactive
chrX	136.146701	136.211359	FHL1	"Sporadic Up 
hiPSC DEGs"	inactive
chrX	46.912275	47.061242	JADE3	"Sporadic Up 
hiPSC DEGs"	inactive
chrX	38.801431	38.806537	MID1IP1	"Sporadic Up 
hiPSC DEGs"	inactive
chrX	130.124665	130.165879	AIFM1	"Sporadic Up 
hiPSC DEGs"	inactive
chrX	43.766608999999995	43.88245	MAOB	"Sporadic Up 
hiPSC DEGs"	inactive
chrX	55.452126	55.453565999999995	MAGEH1	"Sporadic Up 
hiPSC DEGs"	inactive
chrX	115.110615	115.234096	LRCH2	"Sporadic Up 
hiPSC DEGs"	inactive
chrX	141.111604	141.17712899999998	LDOC1	"Sporadic Up 
hiPSC DEGs"	inactive
chrX	48.961377	48.971844	KCND1	"Sporadic Up 
hiPSC DEGs"	inactive
chrX	154.348523	154.374634	FLNA	"Sporadic Up 
hiPSC DEGs"	inactive
chrX	103.37639399999999	103.378164	BEX3	"Sporadic Up 
hiPSC DEGs"	inactive
chrX	154.53139	154.547572	G6PD	"Sporadic Up 
hiPSC DEGs"	inactive
chrX	154.67524799999998	154.75158299999998	GAB3	"Sporadic Up 
hiPSC DEGs"	inactive
chrX	131.273505	131.578899	IGSF1	"Sporadic Up 
hiPSC DEGs"	inactive
chrX	153.785765	153.794523	IDH3G	"Sporadic Up 
hiPSC DEGs"	inactive
chrX	133.535744	133.985594	GPC3	"Sporadic Up 
hiPSC DEGs"	inactive
chrX	134.460164	134.520513	HPRT1	"Sporadic Up 
hiPSC DEGs"	inactive
chrX	118.727132	118.794535	IL13RA1	"Sporadic Up 
hiPSC DEGs"	inactive
chrX	53.048787999999995	53.080614999999995	GPR173	"Sporadic Up 
hiPSC DEGs"	inactive
chrX	103.84514999999999	103.91954799999999	TMSB15B-AS1	"Sporadic Up 
hiPSC DEGs"	undefined
chrX	128.027321	129.326707	AL008633.1	"Sporadic Up 
hiPSC DEGs"	undefined
chrX	49.879483	49.882557999999996	USP27X	"Sporadic Up 
hiPSC DEGs"	undefined
chrX	113.616299	114.05928899999999	XACT	"Sporadic Up 
hiPSC DEGs"	undefined
chrX	108.73601	108.739223	AL035425.1	"Sporadic Up 
hiPSC DEGs"	undefined
chrX	131.57868	131.611684	AL365256.1	"Sporadic Up 
hiPSC DEGs"	undefined
chrX	55.484615	55.489202	USP51	"Sporadic Up 
hiPSC DEGs"	undefined
chrX	107.980863	107.98236999999999	TEX13B	"Sporadic Up 
hiPSC DEGs"	undefined
chrX	140.091414	140.092911	AL589987.1	"Sporadic Up 
hiPSC DEGs"	undefined
chrX	103.687283	103.691772	MORF4L2-AS1	"Sporadic Up 
hiPSC DEGs"	undefined
chrX	134.237046	134.246207	CCDC160	"Sporadic Up 
hiPSC DEGs"	undefined
chrX	40.735399	40.738701	MED14OS	"Sporadic Up 
hiPSC DEGs"	undefined
chrX	109.623699	109.62517199999999	KCNE5	"Sporadic Up 
hiPSC DEGs"	undefined
chrX	108.719945	108.73656299999999	IRS4	"Sporadic Up 
hiPSC DEGs"	undefined
chrX	3.8175269999999997	3.937855	BX890604.1	"Sporadic Up 
hiPSC DEGs"	undefined
chrX	132.217052	132.432862	RAP2C-AS1	"Sporadic Up 
hiPSC DEGs"	undefined
chrX	106.693793	106.797016	RNF128	"Sporadic Up 
hiPSC DEGs"	undefined
chrX	103.707033	103.91904699999999	AC234782.2	"Sporadic Up 
hiPSC DEGs"	undefined
chrX	140.502984	140.505069	SOX3	"Sporadic Up 
hiPSC DEGs"	undefined
chrX	69.504325	69.53250799999999	FAM155B	"Sporadic Up 
hiPSC DEGs"	undefined
chrX	111.76800999999999	112.082776	TRPC5	"Sporadic Up 
hiPSC DEGs"	variable
chrX	110.35881499999999	110.456334	RTL9	"Sporadic Up 
hiPSC DEGs"	variable
chrX	44.147870999999995	44.343672	EFHC2	"Sporadic Up 
hiPSC DEGs"	variable
chrX	107.522449	107.605251	FRMPD3	"Sporadic Up 
hiPSC DEGs"	variable
chrX	123.184152	123.490915	GRIA3	"Sporadic Up 
hiPSC DEGs"	variable
chrX	104.566198	105.76782899999999	IL1RAPL2	"Sporadic Up 
hiPSC DEGs"	variable
chrX	91.77926	92.62322999999999	PCDH11X	"Sporadic Up 
hiPSC DEGs"	variable
chrX	47.582406999999996	47.586788999999996	TIMP1	"Sporadic Up 
hiPSC DEGs"	variable
chrX	19.360055	19.515261	MAP3K15	"Sporadic Up 
hiPSC DEGs"	variable
chrX	38.149335	38.220924	SRPX	"Sporadic Up 
hiPSC DEGs"	variable
chrX	131.68877799999999	131.830862	FIRRE	"Sporadic Up 
hiPSC DEGs"	variable
chrX	0.0	160.0		"Sporadic Up 
hiPSC DEGs"	
chrX	160.0	160.0		"Sporadic Up 
hiPSC DEGs"	
chrX	47.217859	47.229997	CDK16	"Consistent Up 
hiPSC DEGs"	escape
chrX	154.778683	154.82100699999998	MPP1	"Consistent Up 
hiPSC DEGs"	escape
chrX	93.670929	93.67357799999999	NAP1L3	"Consistent Up 
hiPSC DEGs"	escape
chrX	40.62692	40.647560999999996	CXorf38	"Consistent Up 
hiPSC DEGs"	escape
chrX	16.587998	16.712936	CTPS2	"Consistent Up 
hiPSC DEGs"	escape
chrX	110.67385499999999	110.795819	CHRDL1	"Consistent Up 
hiPSC DEGs"	escape
chrX	2.828821	2.8828199999999997	GYG2	"Consistent Up 
hiPSC DEGs"	escape
chrX	2.691186	2.7413089999999998	CD99	"Consistent Up 
hiPSC DEGs"	escape
chrX	16.786431	16.844519	TXLNG	"Consistent Up 
hiPSC DEGs"	escape
chrX	2.93452	2.9684749999999998	ARSL	"Consistent Up 
hiPSC DEGs"	escape
chrX	16.719611	16.76534	SYAP1	"Consistent Up 
hiPSC DEGs"	escape
chrX	49.171897	49.175235	PLP2	"Consistent Up 
hiPSC DEGs"	inactive
chrX	107.628427	107.65199299999999	PRPS1	"Consistent Up 
hiPSC DEGs"	inactive
chrX	16.839282	16.870362	RBBP7	"Consistent Up 
hiPSC DEGs"	inactive
chrX	16.946657	17.153271999999998	REPS2	"Consistent Up 
hiPSC DEGs"	inactive
chrX	15.384798	15.493564	PIR	"Consistent Up 
hiPSC DEGs"	inactive
chrX	24.465269	24.550466	PDK3	"Consistent Up 
hiPSC DEGs"	inactive
chrX	24.558086	24.672677	PCYT1B	"Consistent Up 
hiPSC DEGs"	inactive
chrX	110.00263	110.182734	TMEM164	"Consistent Up 
hiPSC DEGs"	inactive
chrX	24.693872	24.996986	POLA1	"Consistent Up 
hiPSC DEGs"	inactive
chrX	23.983719	24.027186	KLHL15	"Consistent Up 
hiPSC DEGs"	inactive
chrX	47.232865	47.248328	USP11	"Consistent Up 
hiPSC DEGs"	inactive
chrX	111.245098	111.270483	CAPN6	"Consistent Up 
hiPSC DEGs"	inactive
chrX	112.774502	112.84088899999999	AMOT	"Consistent Up 
hiPSC DEGs"	inactive
chrX	40.579370999999995	40.606848	ATP6AP2	"Consistent Up 
hiPSC DEGs"	inactive
chrX	133.30010199999998	133.415489	GPC4	"Consistent Up 
hiPSC DEGs"	inactive
chrX	96.68466199999999	97.604997	DIAPH2	"Consistent Up 
hiPSC DEGs"	inactive
chrX	153.494979	153.509546	BGN	"Consistent Up 
hiPSC DEGs"	inactive
chrX	112.630647	112.680054	LHFPL1	"Consistent Up 
hiPSC DEGs"	inactive
chrX	114.040387	114.05577799999999	AC236668.1	"Consistent Up 
hiPSC DEGs"	undefined
chrX	111.51166099999999	111.522399	SERTM2	"Consistent Up 
hiPSC DEGs"	undefined
chrX	16.167479999999998	16.171464	MAGEB17	"Consistent Up 
hiPSC DEGs"	undefined
chrX	115.84096299999999	115.84304999999999	DANT1	"Consistent Up 
hiPSC DEGs"	undefined
chrX	91.43459399999999	91.43858399999999	PABPC5	"Consistent Up 
hiPSC DEGs"	undefined
chrX	13.378734	13.37934	GPX1P1	"Consistent Up 
hiPSC DEGs"	undefined
chrX	2.609347	2.657229	CD99P1	"Consistent Up 
hiPSC DEGs"	undefined
chrX	16.15294	16.170869	AC078993.1	"Consistent Up 
hiPSC DEGs"	undefined
chrX	17.375199	17.735993999999998	NHS	"Consistent Up 
hiPSC DEGs"	variable
chrX	9.786427999999999	9.949442999999999	SHROOM2	"Consistent Up 
hiPSC DEGs"	variable
chrX	111.66581	111.760649	ALG13	"Consistent Up 
hiPSC DEGs"	variable
chrX	16.123564	16.153518	GRPR	"Consistent Up 
hiPSC DEGs"	variable
chrX	0.0	160.0		"Consistent Up 
hiPSC DEGs"	
chrX	160.0	160.0		"Consistent Up 
hiPSC DEGs"	
chrX	155.27621	155.334657	CLIC2	"Sporadic Down 
hiPSC DEGs"	escape
chrX	18.989306	19.122636999999997	ADGRG2	"Sporadic Down 
hiPSC DEGs"	inactive
chrX	123.60055999999999	123.73305599999999	THOC2	"Sporadic Down 
hiPSC DEGs"	inactive
chrX	119.786503	119.79163	RPL39	"Sporadic Down 
hiPSC DEGs"	inactive
chrX	48.574448	48.581162	RBM3	"Sporadic Down 
hiPSC DEGs"	inactive
chrX	106.16830399999999	106.208956	PWWP3B	"Sporadic Down 
hiPSC DEGs"	inactive
chrX	71.533103	71.575892	OGT	"Sporadic Down 
hiPSC DEGs"	inactive
chrX	119.871831	119.876662	NDUFA1	"Sporadic Down 
hiPSC DEGs"	inactive
chrX	102.51368099999999	102.516739	TMSB15A	"Sporadic Down 
hiPSC DEGs"	inactive
chrX	78.747708	78.757094	LPAR4	"Sporadic Down 
hiPSC DEGs"	inactive
chrX	71.301749	71.305371	ITGB1BP2	"Sporadic Down 
hiPSC DEGs"	inactive
chrX	84.31787299999999	84.502479	HDX	"Sporadic Down 
hiPSC DEGs"	inactive
chrX	145.817828	145.829856	SLITRK2	"Sporadic Down 
hiPSC DEGs"	inactive
chrX	72.329515	72.573101	HDAC8	"Sporadic Down 
hiPSC DEGs"	inactive
chrX	100.627107	100.639991	TSPAN6	"Sporadic Down 
hiPSC DEGs"	inactive
chrX	73.940434	74.29357399999999	FTX	"Sporadic Down 
hiPSC DEGs"	inactive
chrX	73.563199	73.687102	CHIC1	"Sporadic Down 
hiPSC DEGs"	inactive
chrX	40.049814	40.177329	BCOR	"Sporadic Down 
hiPSC DEGs"	inactive
chrX	77.504879	77.786233	ATRX	"Sporadic Down 
hiPSC DEGs"	inactive
chrX	102.59951099999999	102.714671	ARMCX5-GPRASP2	"Sporadic Down 
hiPSC DEGs"	inactive
chrX	131.058345	131.08988499999998	ARHGAP36	"Sporadic Down 
hiPSC DEGs"	inactive
chrX	48.801376	48.824982	HDAC6	"Sporadic Down 
hiPSC DEGs"	inactive
chrX	153.79351499999999	153.798499	SSR4	"Sporadic Down 
hiPSC DEGs"	inactive
chrX	100.584935	100.599885	TNMD	"Sporadic Down 
hiPSC DEGs"	undefined
chrX	75.74083	75.746911	TTC3P1	"Sporadic Down 
hiPSC DEGs"	undefined
chrX	150.231074	150.23289599999998	XRCC6P2	"Sporadic Down 
hiPSC DEGs"	undefined
chrX	149.596555	149.631912	TMEM185A	"Sporadic Down 
hiPSC DEGs"	undefined
chrX	30.230435	30.237492	MAGEB3	"Sporadic Down 
hiPSC DEGs"	undefined
chrX	70.962963	70.963293	RPS23P8	"Sporadic Down 
hiPSC DEGs"	undefined
chrX	57.222705	57.224790999999996	Z83745.1	"Sporadic Down 
hiPSC DEGs"	undefined
chrX	70.42303	70.43339	GDPD2	"Sporadic Down 
hiPSC DEGs"	undefined
chrX	80.228488	80.335364	CHMP1B2P	"Sporadic Down 
hiPSC DEGs"	undefined
chrX	51.617019	51.618911999999995	CENPVL3	"Sporadic Down 
hiPSC DEGs"	undefined
chrX	40.934981	40.935863999999995	RPS2P55	"Sporadic Down 
hiPSC DEGs"	undefined
chrX	9.725344999999999	9.786297	GPR143	"Sporadic Down 
hiPSC DEGs"	variable
chrX	85.24399	85.27336199999999	ZNF711	"Sporadic Down 
hiPSC DEGs"	variable
chrX	0.0	160.0		"Sporadic Down 
hiPSC DEGs"	
chrX	160.0	160.0		"Sporadic Down 
hiPSC DEGs"	
chrX	73.792204	73.829231	TSIX	"Consistent Down 
hiPSC DEGs"	inactive
chrX	73.82064799999999	73.852723	XIST	"Consistent Down 
hiPSC DEGs"	inactive
chrX	81.113698	81.20191299999999	HMGN5	"Consistent Down 
hiPSC DEGs"	variable
chrX	0.0	160.0		"Consistent Down 
hiPSC DEGs"	
chrX	160.0	160.0		"Consistent Down 
hiPSC DEGs"	
chrX	53.374148	53.422728	SMC1A	"Unchanged 
hiPSC DEGs"	escape
chrX	100.67448999999999	100.732123	SYTL4	"Unchanged 
hiPSC DEGs"	escape
chrX	1.46258	1.537185	P2RY8	"Unchanged 
hiPSC DEGs"	escape
chrX	1.268799	1.310381	CSF2RA	"Unchanged 
hiPSC DEGs"	escape
chrX	0.624343	0.659411	SHOX	"Unchanged 
hiPSC DEGs"	escape
chrX	77.899439	77.907376	COX7B	"Unchanged 
hiPSC DEGs"	escape
chrX	5.840636	6.228867	NLGN4X	"Unchanged 
hiPSC DEGs"	escape
chrX	44.873187	45.112778999999996	KDM6A	"Unchanged 
hiPSC DEGs"	escape
chrX	6.667864	7.148158	PUDP	"Unchanged 
hiPSC DEGs"	escape
chrX	77.910738	78.129295	PGK1	"Unchanged 
hiPSC DEGs"	escape
chrX	7.1472359999999995	7.804358	STS	"Unchanged 
hiPSC DEGs"	escape
chrX	73.944181	74.070408	JPX	"Unchanged 
hiPSC DEGs"	escape
chrX	79.360383	79.367667	ITM2A	"Unchanged 
hiPSC DEGs"	escape
chrX	35.919733	36.385317	CFAP47	"Unchanged 
hiPSC DEGs"	escape
chrX	1.3366149999999999	1.3826889999999998	IL3RA	"Unchanged 
hiPSC DEGs"	escape
chrX	1.386151	1.392113	SLC25A6	"Unchanged 
hiPSC DEGs"	escape
chrX	100.291643	100.41027299999999	PCDH19	"Unchanged 
hiPSC DEGs"	escape
chrX	8.528872999999999	8.732137	ANOS1	"Unchanged 
hiPSC DEGs"	escape
chrX	15.825804999999999	15.854930999999999	AP1S2	"Unchanged 
hiPSC DEGs"	escape
chrX	114.584077	114.910061	HTR2C	"Unchanged 
hiPSC DEGs"	escape
chrX	41.514933	41.923553999999996	CASK	"Unchanged 
hiPSC DEGs"	escape
chrX	153.907366	153.934999	ARHGAP4	"Unchanged 
hiPSC DEGs"	escape
chrX	15.688829	15.788411	CA5B	"Unchanged 
hiPSC DEGs"	escape
chrX	132.626015	132.96139499999998	HS6ST2	"Unchanged 
hiPSC DEGs"	escape
chrX	30.304205	30.309389999999997	NR0B1	"Unchanged 
hiPSC DEGs"	escape
chrX	101.349446	101.390796	BTK	"Unchanged 
hiPSC DEGs"	escape
chrX	1.6150579999999999	1.643081	ASMT	"Unchanged 
hiPSC DEGs"	escape
chrX	1.403138	1.453762	ASMTL	"Unchanged 
hiPSC DEGs"	escape
chrX	13.770938	13.938638	GPM6B	"Unchanged 
hiPSC DEGs"	escape
chrX	53.422689	53.43112	RIBC1	"Unchanged 
hiPSC DEGs"	escape
chrX	1.396426	1.399402	LINC00106	"Unchanged 
hiPSC DEGs"	escape
chrX	13.734744	13.769357	OFD1	"Unchanged 
hiPSC DEGs"	escape
chrX	0.30452799999999997	0.31881899999999996	GTPBP6	"Unchanged 
hiPSC DEGs"	escape
chrX	153.764195	153.779346	PLXNB3	"Unchanged 
hiPSC DEGs"	escape
chrX	24.149172	24.216255	ZFX	"Unchanged 
hiPSC DEGs"	escape
chrX	45.74521	45.770274	MIR222HG	"Unchanged 
hiPSC DEGs"	escape
chrX	2.219505	2.502805	DHRSX	"Unchanged 
hiPSC DEGs"	escape
chrX	43.654906	43.746824	MAOA	"Unchanged 
hiPSC DEGs"	escape
chrX	101.390823	101.396155	RPL36A	"Unchanged 
hiPSC DEGs"	escape
chrX	101.26825199999999	101.29305699999999	TAF7L	"Unchanged 
hiPSC DEGs"	escape
chrX	20.124523999999997	20.141838	EIF1AX	"Unchanged 
hiPSC DEGs"	escape
chrX	0.333932	0.386955	PPP2R3B	"Unchanged 
hiPSC DEGs"	escape
chrX	24.054945	24.078809999999997	EIF2S3	"Unchanged 
hiPSC DEGs"	escape
chrX	15.790471	15.82326	ZRSR2	"Unchanged 
hiPSC DEGs"	escape
chrX	72.255678	72.277248	RPS4X	"Unchanged 
hiPSC DEGs"	escape
chrX	41.333346999999996	41.364472	DDX3X	"Unchanged 
hiPSC DEGs"	escape
chrX	154.021572	154.137103	MECP2	"Unchanged 
hiPSC DEGs"	escape
chrX	0.276321	0.30335599999999996	PLCXD1	"Unchanged 
hiPSC DEGs"	escape
chrX	154.83578699999998	155.02694	F8	"Unchanged 
hiPSC DEGs"	escape
chrX	63.347227	63.351332	SPIN4	"Unchanged 
hiPSC DEGs"	inactive
chrX	154.411523	154.421726	TAZ	"Unchanged 
hiPSC DEGs"	inactive
chrX	30.653357999999997	30.731461999999997	GK	"Unchanged 
hiPSC DEGs"	inactive
chrX	56.818296999999994	56.995827	SPIN3	"Unchanged 
hiPSC DEGs"	inactive
chrX	101.393272	101.408012	GLA	"Unchanged 
hiPSC DEGs"	inactive
chrX	48.539713	48.562608999999995	TBC1D25	"Unchanged 
hiPSC DEGs"	inactive
chrX	154.379272	154.381523	EMD	"Unchanged 
hiPSC DEGs"	inactive
chrX	71.254813	71.30152199999999	NONO	"Unchanged 
hiPSC DEGs"	inactive
chrX	106.802672	106.87615	TBC1D8B	"Unchanged 
hiPSC DEGs"	inactive
chrX	121.047609	121.050094	GLUD2	"Unchanged 
hiPSC DEGs"	inactive
chrX	154.436912	154.443467	GDI1	"Unchanged 
hiPSC DEGs"	inactive
chrX	54.530181999999996	54.621520999999994	GNL3L	"Unchanged 
hiPSC DEGs"	inactive
chrX	49.113406	49.123734999999996	GPKOW	"Unchanged 
hiPSC DEGs"	inactive
chrX	57.134529	57.137625	SPIN2A	"Unchanged 
hiPSC DEGs"	inactive
chrX	102.651091	102.659083	GPRASP1	"Unchanged 
hiPSC DEGs"	inactive
chrX	102.712175	102.717733	GPRASP2	"Unchanged 
hiPSC DEGs"	inactive
chrX	13.5696	13.633574999999999	EGFL6	"Unchanged 
hiPSC DEGs"	inactive
chrX	48.973718999999996	49.002264	GRIPAP1	"Unchanged 
hiPSC DEGs"	inactive
chrX	74.732855	74.925472	NEXMIF	"Unchanged 
hiPSC DEGs"	inactive
chrX	149.54035399999998	149.55051	EOLA1	"Unchanged 
hiPSC DEGs"	inactive
chrX	119.920671	119.94375099999999	NKAP	"Unchanged 
hiPSC DEGs"	inactive
chrX	71.57840999999999	71.61358299999999	GCNA	"Unchanged 
hiPSC DEGs"	inactive
chrX	38.006552	38.128819	SYTL5	"Unchanged 
hiPSC DEGs"	inactive
chrX	71.366263	71.53237399999999	TAF1	"Unchanged 
hiPSC DEGs"	inactive
chrX	54.445453	54.496233999999994	FGD1	"Unchanged 
hiPSC DEGs"	inactive
chrX	49.187813999999996	49.200199	SYP	"Unchanged 
hiPSC DEGs"	inactive
